epochs,train_loss,train_acc,val_acc
1,3.27813090556088,0.08054013933638096,0.10563332657063637
2,1.6903292629524056,0.4711796359710531,0.7355109217555962
3,0.7650172425476756,0.7574349285605844,0.8017177250287415
4,0.5406954208304986,0.8316830012988985,0.8596740380063569
5,0.43400608332256385,0.8648386498203472,0.8719145195103808
6,0.2691471022792093,0.9170054486260353,0.9018732670589031
7,0.23330301771170048,0.9279786103473289,0.9049164806925002
8,0.21357263206720778,0.9333513267320052,0.9067424088726584
9,0.19499049826788026,0.9398964254988951,0.9071481706904714
10,0.18215452055771186,0.9434473102680454,0.9080949482653682
11,0.15880794961038586,0.9514093891803445,0.9095151146277135
12,0.15438333170525037,0.952463689883774,0.9108000270507879
13,0.1512670926179027,0.9532565240127528,0.90971799553662
14,0.14913144621455712,0.9540324893304769,0.9111381618989653
15,0.1466907028414878,0.9552133061183179,0.909988503415162
16,0.14568030149149222,0.9549096675157301,0.9107324000811524
17,0.14513461933341393,0.9554916415040232,0.9108676540204234
18,0.1462751722382559,0.9550783556282789,0.909853249475891
19,0.14449794591624304,0.9555928543715524,0.9122201934131332
20,0.14443894982972794,0.9557278048615914,0.9102590112937039
21,0.14349655595550737,0.9556856328334542,0.9109352809900588
22,0.1444184322392008,0.9553482566083568,0.9105971461418814
23,0.14432662550939646,0.9553060845802196,0.9104618922026104
24,0.1429819713043224,0.956107353114826,0.9105971461418814
25,0.14306731295170783,0.9556012887771799,0.9105295191722459
